V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
162681,18,21,10257,10057,116236,5452,3172,5460,0.992,0,0,0,0,0,0,0,0.000225470192917035
1627,21,89845,4363,10257,10057,7025,7391,1869,0.9916,0,0,0,0,0,0,0,0.000274854327148909
162963,21,89845,10257,10057,116236,5452,1869,7391,0.9929,0,0,0,0,0,0,0,0.000266382486657054
162979,1958,4609,1012,10067,10061,10092,10055,0.9957,0,0,0,0,0,0,0,0,0.000318958174123984
163115,8754,112,130,174,83543,2353,23462,1875,1869,144455,1870,10782,10127,0.9944,0,0,0.000459706639384996
1634,1050,2353,23462,3725,4609,1012,10061,10062,10096,10111,10101,100132464,1009,10103,10156,0.9955,0.000587973356419155
163782,3725,10332,10164,10221,10402,10216,1019,10131,10615,1020,0.9928,0,0,0,0,0,0.000454856503049572
163786,1958,1012,10249,10044,10243,10092,10062,10013,0.9963,0,0,0,0,0,0,0,0.000277651712204342
1645,1958,23462,4609,7020,10067,10061,10092,10057,10055,10097,10036,10059,10038,10096,0.9906,0,0.000490245974652931
1646,340273,116236,55,2180,72,4609,1869,1870,6257,1958,5452,5460,6256,5087,4149,0.9921,0.000543888114067617
1649,133,146,56899,467,785,10293,1062,10841,10681,10131,10961,10521,10335,10221,10788,0.9966,0.000623190273886684
165055,18,21,36,134526,2182,6257,4609,988,1958,5465,4205,7391,84159,4149,0.9886,0,0.000418002923022288
165215,83543,84079,283373,358,467,10194,10621,10293,10471,11124,1062,10114,10782,10841,0.9906,0,0.000515721144842251
165545,467,1050,1959,2625,3725,1012,10164,10057,10174,0.992,0,0,0,0,0,0,0.000445505548999466
1663,4609,10067,10061,10221,10055,10197,10213,100132464,10056,10036,0.9905,0,0,0,0,0,0.000370331732206978
166929,1050,1012,1033,1071,0.9977,0,0,0,0,0,0,0,0,0,0,0,0.000149903144771319
1675,1958,7020,1012,10092,10057,10130,10036,0.9943,0,0,0,0,0,0,0,0,0.00029469928418785
168620,4609,5460,10067,10061,10055,10197,100132464,0.9904,0,0,0,0,0,0,0,0,0.000257240801250584
1690,1879,10038,10128,0.9904,0,0,0,0,0,0,0,0,0,0,0,0,0.000166885324519218
169044,21,10257,10057,116236,32,4609,5452,1958,51085,1869,5460,0.9915,0,0,0,0,0.000387499533354058
169611,21,10257,10057,116236,30,5452,6257,7391,1869,0.9955,0,0,0,0,0,0,0.000334206714278241
169841,21,4363,10257,30,36,1997,6257,1869,0.9917,0,0,0,0,0,0,0,0.000298966242808969
170392,3725,10402,10073,10544,10216,10300,10128,10103,10615,10124,0.9951,0,0,0,0,0,0.000407510386599522
170690,2353,4609,10164,10061,10067,10112,100132464,10055,10163,10036,0.991,0,0,0,0,0,0.00037022766536447
170712,72,1820,221079,367,481,1012,1071,10401,11140,10062,1499,10499,11188,0.9983,0,0,0.000457870322999296
170959,414149,47,10965,6296,8754,7391,2353,3725,5087,5885,3174,4205,6720,6688,0.9925,0,0.000410517873562417
171177,1879,2353,3725,7020,10057,10112,10038,10092,10130,10036,10059,10131,0.9903,0,0,0,0.000451810754558193
171392,7020,10092,10221,10057,10196,10016,1020,10130,10059,10116,10121,0.9881,0,0,0,0,0.000361244222992851
1723,4609,10061,10067,10055,10213,10221,1020,10197,100132464,10200,10056,0.9897,0,0,0,0,0.000409458891211102
1728,2353,3725,7020,10164,10057,10112,10092,10036,10165,10131,10059,10139,0.99,0,0,0,0.000436529536517515
173,340273,72,97,8745,9509,2099,988,5090,3297,5087,4205,1523,0.9905,0,0,0,0.000243464476642093
1734,4609,4783,7849,10067,10174,10061,10055,10197,100132464,10036,0.9926,0,0,0,0,0,0.00037328883846742
174,23462,2146,10535,1634,1778,1213,10841,2065,116535,116844,1284,0.9935,0,0,0,0,0.000542710707709754
1740,60468,1050,4609,4783,7020,1012,10061,10067,10092,10057,10059,100132464,10055,10036,10016,0.9951,0.000541159600267198
1755,51166,21,340273,4363,10257,1869,1523,4609,140690,4149,0.9938,0,0,0,0,0,0.000411802635663907
1756,1050,3725,8022,5460,6662,1012,10216,10164,10238,10221,10300,10044,10062,10131,10103,0.995,0.000624484028334035
1757,4609,10128,10038,10067,10061,10036,10056,0.9934,0,0,0,0,0,0,0,0,0.00032219385886181
176,51166,21,4363,10257,10057,1488,1869,7157,140690,0.993,0,0,0,0,0,0,0.000396704325857944
1763,4609,10061,10067,10055,10197,100132464,10221,0.9906,0,0,0,0,0,0,0,0,0.000298938983839889
1775,1050,1012,1033,1071,0.9975,0,0,0,0,0,0,0,0,0,0,0,0.000148334368845751
1776,2353,3725,10164,10411,10216,10332,10402,10161,0.9945,0,0,0,0,0,0,0,0.000316079050596439
178,4609,10061,1020,10067,10038,0.9914,0,0,0,0,0,0,0,0,0,0,0.000257522725460998
1780,1959,1960,10540,10894,10262,11004,11273,11060,0.9922,0,0,0,0,0,0,0,0.000275205238415324
1786,1788,1789,1869,1870,1875,10052,1029,10085,10253,1017,10092,10124,10309,1031,10257,0.9998,0.000700071594341764
1788,1786,1789,29947,2099,2146,10411,1020,10763,10486,10555,10401,111,113000,10749,10121,0.9958,0.000545942787986275
1789,1786,1788,29947,1958,1959,1012,10249,1020,0.995,0,0,0,0,0,0,0,0.000353993226599567
18,9625,21,89845,10449,36,1003,10071,10085,0.9874,0,0,0,0,0,0,0,0.000160729568527071
1800,1879,1958,23462,4609,1012,10061,10067,10055,10092,10128,10111,10036,10038,100289635,0.9967,0,0.000545207503015114
1811,4363,30,176,10965,2180,6257,7391,4609,5885,6688,1488,1870,1869,7157,6927,0.9865,0.000599601871670257
1815,1958,1959,1960,1012,10249,0.9963,0,0,0,0,0,0,0,0,0,0,0.000224148259859648
1820,1869,1870,4609,7020,10052,10061,10092,10067,10085,10055,10057,100132464,10016,10059,0.9971,0,0.000471869227659726
1827,1879,1958,3725,4773,4776,1012,10164,10062,10131,10038,100131187,10092,10138,10156,0.9954,0,0.000531590394365021
1836,2353,4609,10061,10067,10055,10164,10112,10124,10180,0.9935,0,0,0,0,0,0,0.000365503088066799
1837,2354,8061,2353,3726,3725,10332,10164,10112,10216,10402,0.9944,0,0,0,0,0,0.000456419897919507
1840,1869,1870,4854,1029,10052,10092,10196,10085,1022,0.9979,0,0,0,0,0,0,0.000356388444002635
1841,4609,10067,10061,10197,10221,100132464,10055,10171,10062,10131,10128,0.9901,0,0,0,0,0.000456141017920512
1843,467,1869,2353,2625,3725,10052,10164,10057,10092,10174,10085,0.9935,0,0,0,0,0.000541289398612986
1844,53335,1869,1879,1958,2625,1012,10052,10092,10085,10057,10051,10111,10013,0.997,0,0,0.000500932273031673
1847,1958,2353,1012,10164,10092,10112,10062,0.9953,0,0,0,0,0,0,0,0,0.000309331346966185
1848,1958,4609,6662,1012,10067,10061,0.996,0,0,0,0,0,0,0,0,0,0.000318183478346367
185,2118,1071,4306,11140,2158,3778,3297,0.997,0,0,0,0,0,0,0,0,0.000247528704520561
1852,21,4363,10257,10057,84448,7391,1869,0.9906,0,0,0,0,0,0,0,0,0.000231299324991024
1869,51166,10257,84320,2180,54988,10052,10085,1018,10274,10111,1029,10051,1003,1021,0.9986,0,0.000532186631503527
1870,84320,2180,140766,133,56895,10253,10763,10960,10217,10849,1031,10051,1000,10938,1018,0.9966,0.000723182201576345
1875,84320,133,83543,226,9824,10253,10782,10960,10949,10763,112476,10009,11214,10980,10849,0.9986,0.000785513360956847
1879,10551,222,247,259173,83854,10475,10865,10782,0.9986,0,0,0,0,0,0,0,0.000225504954143232
1893,367,1050,8022,10335,10290,10062,10401,10319,1009,10449,1012,0.9989,0,0,0,0,0.000352849413372253
1894,4824,1879,22849,23428,259232,0.9929,0,0,0,0,0,0,0,0,0,0,0.000129305942979315
190,367,2099,2354,8061,2353,1012,10332,10164,0.9941,0,0,0,0,0,0,0,0.000381393861410102
1910,21,4363,10257,10057,116236,5452,5460,6935,2099,1958,140690,7391,5451,6775,0.9941,0,0.000461220048079513
1917,4609,10067,10055,10061,10197,10221,10036,100132464,10056,0.9901,0,0,0,0,0,0,0.000356371324198392
192683,84448,36,176,23305,6296,6257,4609,2353,1958,7391,5885,3172,1488,10664,0.991,0,0.00049356161139952
1944,1958,1012,10249,10092,10243,10036,10253,0.9956,0,0,0,0,0,0,0,0,0.000299847250831188
1945,51166,21,10257,10057,116236,5452,4149,405,1869,2625,5460,0.9941,0,0,0,0,0.000413501342101282
1946,1869,4609,10052,10067,10092,10061,10085,10055,0.9981,0,0,0,0,0,0,0,0.000332342093895313
1949,1959,1960,10540,109,10765,10197,11273,10782,11083,10535,11004,10262,0.9944,0,0,0,0.000481844556593422
1950,1869,2099,10052,10253,1020,10085,10051,0.9976,0,0,0,0,0,0,0,0,0.000338705294417925
1951,4609,10067,10061,10055,0.9914,0,0,0,0,0,0,0,0,0,0,0,0.000200291881876812
1958,116236,84448,84320,2182,88,1012,10253,10138,10249,0.9946,0,0,0,0,0,0,0.000333319289932578
1959,146,9181,554235,528,60468,10164,10922,10535,1031,10540,10162,10134,10765,11043,10262,0.993,0.000526971666542957
1960,114,146,554235,528,60468,10164,10894,10922,10535,1031,10540,0.9914,0,0,0,0,0.000430340322321067
196792,7020,10221,10196,10057,10092,10130,10059,10128,10016,1020,10121,0.9905,0,0,0,0,0.000410574835051611
1969,3725,7020,10164,10057,10092,10059,10062,10165,10130,10131,10163,10127,0.9898,0,0,0,0.000403443944334857
197257,9869,114897,1312,2176,115560,23759,0.9923,0,0,0,0,0,0,0,0,0,0.000224619554514764
199953,1869,4609,10052,10092,10061,10085,10067,10158,10131,10055,0.9983,0,0,0,0,0,0.00037211747559518
200035,21,10257,10057,116236,30,5452,4609,6257,5460,1869,7157,0.9924,0,0,0,0,0.000486434530021583
200132,21,10257,10057,116236,176,5452,1488,1958,4609,1869,5460,7391,3131,5885,6775,0.9939,0.000507401759191379
200150,9625,10351,116236,32,84320,3172,2186,5452,4149,51085,5460,144455,1870,0.9933,0,0,0.000356453732214691
200185,467,1879,4602,4609,10061,10067,10055,10051,10036,10128,10111,100132464,10171,10062,0.9899,0,0.000595965403001464
200539,21,30,36,84320,6296,6257,2186,5885,3172,6256,10009,2353,3170,4149,6935,0.9931,0.000549329527828357
200765,1958,1012,10249,10062,10243,0.9965,0,0,0,0,0,0,0,0,0,0,0.000209533820165538
200810,21,10257,10057,116236,176,5452,1488,4609,5460,5885,7391,0.9927,0,0,0,0,0.000340487776931484
200958,2353,3725,10332,10164,10112,10036,10402,10216,0.9942,0,0,0,0,0,0,0,0.000328204525258967
2016,1879,10171,10128,10038,10313,100289635,10017,10103,10003,10227,10512,0.9931,0,0,0,0,0.000312944919143011
201725,3725,4609,10164,10061,10067,100132464,10105,10055,0.9905,0,0,0,0,0,0,0,0.000343047376737627
201799,1879,3725,10332,10164,10402,10221,10038,10131,0.9926,0,0,0,0,0,0,0,0.000352041750466499
202151,21,10257,10057,116236,176,5452,1958,1869,5460,7391,5885,1488,0.9918,0,0,0,0.000380930928936877
2023,1958,8061,2353,2625,4609,1012,10067,10061,10057,10092,100132464,10054,10055,10112,0.9934,0,0.000554418997845144
2027,60468,4609,6662,7020,10067,10036,10061,10038,10055,10059,10130,0.9927,0,0,0,0,0.000429440727366286
203068,1869,1870,1875,144455,1958,1012,10052,10085,0.9989,0,0,0,0,0,0,0,0.000335535190655093
203190,340273,84448,176,23305,6296,7391,2353,1523,5885,1958,6257,0.9934,0,0,0,0,0.000347232214401561
203286,1958,4609,1012,10061,10067,10092,100132464,10055,0.9955,0,0,0,0,0,0,0,0.000328429990376806
2036,60468,2099,6662,7020,10164,10092,10162,10134,10196,0.9881,0,0,0,0,0,0,0.000335385042758257
2047,51166,21,340273,10257,10057,1869,140690,4149,5087,4609,7391,1523,7157,0.9929,0,0,0.000514286991197146
2048,2353,4609,7020,10067,10061,10057,10112,10055,10092,0.9915,0,0,0,0,0,0,0.0003534294841993
2053,9625,18,89845,4363,30,6257,4149,6688,7025,7391,7157,0.9913,0,0,0,0,0.000410684835211882
2058,467,1869,1958,1012,10052,10085,10124,10092,10107,10156,0.9981,0,0,0,0,0,0.00044656300912498
206358,467,1958,4609,1012,10061,10067,10038,0.9955,0,0,0,0,0,0,0,0,0.000355768297851578
2069,10351,340273,10057,116236,32,5452,1958,51085,2625,5460,6722,5087,6721,1523,6720,0.9903,0.000410811749122935
2070,6495,1602,4824,23512,6929,166,1488,7025,4188,0.996,0,0,0,0,0,0,0.000255451496959868
2099,10057,130399,8745,226,51421,1020,10401,10486,10411,10499,1022,10140,10155,10127,10121,0.9927,0.000486789547893013
21,4609,10067,10061,10055,10197,10036,10221,100132464,0.9907,0,0,0,0,0,0,0,0.000344014582762115
2110,2353,4609,10164,10156,10180,10112,10148,10061,10067,10111,0.9909,0,0,0,0,0,0.000448961145279897
2114,285,890,9332,947,920,2246,1869,1870,2314,10771,2629,1874,3091,2078,3875,0.9967,0.000469195034771532
2118,185,590,623,1071,1869,10052,10085,1031,10051,10309,0.9988,0,0,0,0,0,0.000374928177222323
2122,1050,1649,9759,8022,6662,1012,1071,1033,0.997,0,0,0,0,0,0,0,0.000324849618670398
2125,7546,143503,1191,10903,2029,10669,10621,112476,0.9914,0,0,0,0,0,0,0,0.00029003259458641
2139,2781,23764,6495,51804,1602,1869,10236,11112,11243,10283,11198,0.9953,0,0,0,0,0.000389168763589224
2157,1050,3725,4609,7020,1012,10061,10092,10067,10057,100132464,10059,10055,10062,10111,0.9959,0,0.000527920067506425
2158,367,1050,2118,1012,10401,10221,1033,10449,10154,10309,10335,0.9971,0,0,0,0,0.000392302136984614
2162,4363,11174,112,130,173,7391,5460,2353,1869,5452,4824,2033,0.993,0,0,0,0.000404996711462117
2167,6258,1869,1376,364,30,5106,33,1582,34,5105,1962,0.9921,0,0,0,0,0.000307883892818226
217,30,10449,6296,140,56895,6257,23462,7391,5885,6925,3170,6772,0.9958,0,0,0,0.000390250909654237
2171,1869,4609,10052,10061,10092,10085,0.9985,0,0,0,0,0,0,0,0,0,0.000294457645339829
2173,1959,1960,10540,10894,10262,11273,11004,11060,10535,1031,10197,0.9902,0,0,0,0,0.000402376877700963
2175,53335,1869,1879,1958,4609,10052,10085,10061,10092,10067,10055,0.9964,0,0,0,0,0.000451672382604253
2177,467,675,4609,5888,10061,10067,10197,100132464,10055,10124,10131,1020,10007,10056,0.9885,0,0.000541741606986133
2178,675,1958,7020,1012,10057,10092,10139,10044,10016,10121,10013,10116,10079,0.9945,0,0,0.000344025515688384
218,2354,8061,2353,3726,3725,10332,10164,10402,10112,10216,0.9954,0,0,0,0,0,0.000455098161617821
2180,367,1869,1870,6258,1012,10052,10085,10253,10051,0.9991,0,0,0,0,0,0,0.000363665630563641
2182,1958,6258,1012,10249,10253,10092,10062,0.9953,0,0,0,0,0,0,0,0,0.000294838339074816
2189,675,1869,1870,1875,144455,10052,10085,10092,10253,10051,1003,1029,0.9988,0,0,0,0.000427905388774223
219,7020,10221,10196,10092,10057,1020,0.9901,0,0,0,0,0,0,0,0,0,0.000292100750810403
2191,4773,4776,144455,1827,1869,1870,2353,1959,1958,1960,1879,1019,0.9887,0,0,0,0.000530459367327898
2192,1869,1870,1875,144455,2099,10052,1020,10253,10085,10124,10092,10057,10196,1018,1021,0.9991,0.000618845439771212
2194,1050,1869,1958,1959,2353,1012,10052,10092,10085,0.9981,0,0,0,0,0,0,0.000442467926684903
2195,53335,1879,10038,10171,10313,100289635,0.9919,0,0,0,0,0,0,0,0,0,0.000183555790839585
219527,10351,340273,116236,32,84320,2186,1523,5452,4149,6721,144455,1870,1869,0.9937,0,0,0.000435393308254524
219595,3725,10332,10164,1020,10221,10216,10411,10300,10544,0.9926,0,0,0,0,0,0,0.000421064605614554
219623,8754,112,130,174,83543,10782,2353,23462,2551,10127,2033,2962,140690,3170,0.9957,0,0.000539455562523308
219654,1050,1958,7020,1012,10057,10044,10107,10092,10106,10059,10099,0.9941,0,0,0,0,0.000347786855673047
219736,7020,10221,10092,10196,10057,10130,10016,10059,0.9881,0,0,0,0,0,0,0,0.000281742686031512
219790,9625,18,89845,4363,30,6257,4149,0.9917,0,0,0,0,0,0,0,0,0.000199041966248086
219902,21,340273,10257,10057,10060,7391,1869,5087,2099,4609,0.9855,0,0,0,0,0,0.000328639055609778
220134,89845,84320,11093,134637,130,7025,6925,0.9975,0,0,0,0,0,0,0,0,0.000321525775663288
2202,4363,10257,10057,116236,30,5452,6257,1958,6688,4609,7391,5460,4149,1869,2625,0.9904,0.000630008384789228
2203,2308,143941,10733,11337,1031,152503,114879,10112,140609,1030,113263,0.9929,0,0,0,0,0.000275342529495573
220359,1869,1870,10052,10085,10092,1029,10253,10309,10051,10236,0.999,0,0,0,0,0,0.000422925155126458
220963,21,89845,4363,10257,30,7025,7391,1869,7157,6257,0.9927,0,0,0,0,0,0.000414723293922576
220965,2099,1020,111,10486,10401,10411,10555,11243,10987,1022,10763,0.9951,0,0,0,0,0.000420601549755713
221002,1958,1960,1012,10249,10092,10062,10097,10044,10036,10130,10152,10156,0.996,0,0,0,0.000409472128683587
221079,1958,7546,1012,10249,10062,10092,10210,10243,10130,10009,10097,10156,0.9965,0,0,0,0.000387562228421721
221150,21,10257,10057,116236,84448,5452,4609,7391,5460,6775,0.9917,0,0,0,0,0,0.000308770534991979
2213,1879,10171,10128,10038,10133,10313,10521,10227,0.9935,0,0,0,0,0,0,0,0.000330423284846509
221416,467,10293,1062,10841,10621,112476,11234,10471,11243,10131,0.9802,0,0,0,0,0,0.000446165352915532
221527,1958,4609,1012,10092,10061,0.9957,0,0,0,0,0,0,0,0,0,0,0.000278160122552252
221584,9869,114897,197257,1312,1259,2176,23309,2109,10587,0.991,0,0,0,0,0,0,0.000321326769082741
221662,3725,4783,10332,10164,10174,10067,10402,10131,1019,10216,0.9929,0,0,0,0,0,0.000410467165340446
221935,1050,1649,1958,1959,1960,1012,10163,1009,10130,0.9948,0,0,0,0,0,0,0.000382507555847166
221937,1958,2099,4609,1012,10061,10124,10092,0.9943,0,0,0,0,0,0,0,0,0.000386621224532079
221981,249,467,84913,25825,114905,11243,10621,10471,11124,10293,112476,0.9905,0,0,0,0,0.000430372008460832
222,53335,1879,10038,10171,10128,100289635,10313,10017,10411,10133,0.9919,0,0,0,0,0,0.000347994651060296
222171,7020,10221,10196,10057,10092,10130,10059,10016,1020,0.9869,0,0,0,0,0,0,0.000337112452096768
222183,1958,1012,10249,10092,10243,10036,10097,10253,0.9954,0,0,0,0,0,0,0,0.000324710771078273
222256,467,10293,1062,10841,1073,10131,1019,112476,10681,11060,10521,0.9891,0,0,0,0,0.00048931890057199
2224,18,21,10351,4363,10057,2625,4149,7391,4800,3172,2099,7157,0.9826,0,0,0,0.000423037560637298
222865,1879,10171,10038,10552,10128,10313,10610,10227,10654,10783,0.9879,0,0,0,0,0,0.000376286843367218
2237,1869,4609,10052,10061,10092,10067,10085,10131,0.9981,0,0,0,0,0,0,0,0.000347965847118089
2241,2625,143941,10164,10293,0.9939,0,0,0,0,0,0,0,0,0,0,0,0.000175369527675717
2257,4773,4776,1827,144455,1870,1869,2353,1959,1958,1879,1960,10971,0.9855,0,0,0,0.000469836828803616
2258,367,467,1958,2625,3217,1012,10164,10057,10036,10174,10062,10138,10131,1019,10092,0.993,0.0006750901123849
226,60468,1869,1870,1875,144455,10052,10164,10085,1029,10134,10221,10253,10092,10051,0.9954,0,0.000561882645020247
2262,1960,10540,10894,11004,10262,10535,11273,11335,1031,10155,10765,0.9911,0,0,0,0,0.000448376383508563
2272,675,1869,4609,10052,10061,10092,10067,10085,100132464,10055,0.9976,0,0,0,0,0,0.000365802673180338
2274,367,2099,9457,2353,2308,1012,10164,1020,10057,10251,10112,10036,10121,0.9934,0,0,0.00045005482732081
22796,21,340273,89845,10257,10057,1869,7025,6773,6778,7391,7157,0.9934,0,0,0,0,0.000385738092181741
22801,10057,116236,36,176,47,5452,1488,4609,7391,0.9962,0,0,0,0,0,0,0.000291085178244515
22808,1869,4609,10052,10067,10061,10092,10055,10085,10131,10051,0.9982,0,0,0,0,0,0.000387260471798976
22822,51166,9625,89845,116236,176,5452,6935,4303,7025,0.9949,0,0,0,0,0,0,0.000273237665782628
22844,1958,1959,1960,6662,1012,10249,10092,10097,0.995,0,0,0,0,0,0,0,0.000337714766660157
22849,4824,1879,23428,2800,23705,11232,161198,23039,284273,130271,123803,0.9955,0,0,0,0,0.000236917985415316
22865,4824,22849,1894,284273,1879,23428,0.9935,0,0,0,0,0,0,0,0,0,0.000135550443086503
22915,10057,116236,36,176,47,5452,4609,7391,5460,1488,4790,5885,1958,6720,2625,0.9922,0.000534362266398321
2294,1869,1958,3725,4609,10052,10061,10092,10067,10085,10044,100132464,10055,10013,10097,0.9944,0,0.000557007873045201
22943,2353,3725,10332,10164,10112,10402,0.9948,0,0,0,0,0,0,0,0,0,0.000271814554010382
22948,2648,4602,4609,10061,10055,100132464,10051,10067,10036,10062,10058,10124,0.9902,0,0,0,0.000472703204083713
22974,414149,47,10965,6296,8754,7391,2353,3725,6720,4205,3174,5087,405,4800,5885,0.9912,0.000421688183836301
22983,467,1959,1960,6662,10540,1062,10293,1031,10262,10535,10044,10197,10554,0.9924,0,0,0.000509132930874472
22995,7020,10016,10092,10221,10196,0.9891,0,0,0,0,0,0,0,0,0,0,0.000241379011672628
22996,1879,10038,10128,10512,10171,10003,10103,10313,10017,0.9927,0,0,0,0,0,0,0.000277588527958802
2302,10351,32,176,84320,414149,2186,4149,51085,3066,144455,6720,1870,1488,5885,6721,0.9936,0.000390235095170472
23025,1958,1959,1960,1012,10249,0.9947,0,0,0,0,0,0,0,0,0,0,0.00022427873919437
23026,2353,3725,4609,5993,7020,10061,10067,10057,10038,100289635,10099,10127,10112,10092,100132464,0.9911,0.000547618873876618
23029,7020,10221,10057,10130,10196,102,10062,10059,10128,10092,1021,0.9913,0,0,0,0,0.000422652515188268
23037,8022,1893,143941,1869,0.9932,0,0,0,0,0,0,0,0,0,0,0,0.000179489029050716
23046,21,30,10449,36,84320,6257,6721,10009,144455,0.9903,0,0,0,0,0,0,0.000276807860135028
2305,983,1869,1870,1875,1958,1012,10052,10085,10044,10092,10062,0.9982,0,0,0,0,0.000443602824928047
23057,1050,1012,1033,1071,0.9971,0,0,0,0,0,0,0,0,0,0,0,0.000149847709939434
2306,9625,18,21,89845,4363,7025,6935,1488,0.993,0,0,0,0,0,0,0,0.000242012192796595
23066,18,21,36,176,134526,5885,1488,4149,4849,2959,3172,140690,0.9923,0,0,0,0.0003121512374765
2307,21,10257,10057,116236,176,5452,1488,5460,1958,2625,7391,5885,1869,11030,0.9937,0,0.000459537793110525
2308,8038,367,60468,114899,777,1012,1071,10164,10401,10221,10733,10112,10765,1031,10499,0.9945,0.000485170684484659
23086,21,89845,4363,10257,10057,7391,6688,1869,7025,2033,0.988,0,0,0,0,0,0.000408901286344366
23089,2353,10332,10164,10486,10112,10216,10036,10300,10371,0.9952,0,0,0,0,0,0,0.000292149709841583
23094,7020,10092,10196,10221,1020,10016,10057,0.9874,0,0,0,0,0,0,0,0,0.000311572843638987
23098,1958,1959,1960,1012,10249,0.9949,0,0,0,0,0,0,0,0,0,0,0.000236405304341076
23101,1958,1012,10249,10092,10253,10036,10130,10097,10243,1021,10013,0.9953,0,0,0,0,0.000408046572697602
23105,21,30,36,84320,6296,6257,3172,2186,6256,144455,5885,3174,4211,10664,0.9924,0,0.000459094437642461
23119,1958,3725,1012,10164,10092,10062,10130,10036,10016,1019,10013,0.9955,0,0,0,0,0.000490778504967612
23126,1958,3725,8022,4783,1012,10164,10174,1020,10067,10013,10016,100131187,10200,10092,0.9941,0,0.000548743633416741
23135,1879,4609,10197,10067,10061,10055,10036,10128,0.9897,0,0,0,0,0,0,0,0.000352850141323885
23138,1869,10052,1029,10253,10196,10085,1031,0.9995,0,0,0,0,0,0,0,0,0.000330104814284434
23139,1869,2353,10052,10164,10216,10092,10158,10085,1003,10051,10097,0.9973,0,0,0,0,0.000374195714544434
2315,4609,10067,10061,10055,10197,10221,100132464,10036,0.9889,0,0,0,0,0,0,0,0.000343497737597533
23150,11174,130,174,226,203286,144455,4800,1958,2353,2099,5460,4824,1870,5452,10413,0.9919,0.00057749250026413
2316,367,675,1958,1012,10221,10249,1020,10107,10123,10156,1021,10036,10092,0.9961,0,0,0.000531055891660981
23166,3725,10332,10402,10164,10221,10216,10163,1019,10302,0.9936,0,0,0,0,0,0,0.000395088036795496
23169,9625,18,89845,84448,10449,7025,1050,3172,1386,0.9915,0,0,0,0,0,0,0.000256527071210655
23171,4609,7020,10067,10061,10092,10055,10057,10036,100132464,10059,10038,0.9945,0,0,0,0,0.000374417011153585
2318,467,60468,2353,7020,10164,10092,10057,10112,10134,10059,10130,10062,10016,0.99,0,0,0.000432322816303316
23213,10057,116236,36,176,47,5452,4609,0.9947,0,0,0,0,0,0,0,0,0.000236328231656204
23231,1958,1959,1960,3725,1012,10164,10092,10163,10130,10197,10036,10062,0.9937,0,0,0,0.000502530445371588
23236,1050,1012,1071,1033,0.9977,0,0,0,0,0,0,0,0,0,0,0,0.000154522073012283
23246,1879,4609,7020,10092,10057,10059,10055,10067,10061,10036,10101,10038,0.9953,0,0,0,0.000406523066237421
23281,21,4363,10257,116236,84448,1869,5452,4609,7391,5460,55734,1958,1050,79027,7157,0.991,0.000575932990492399
23288,53335,1879,1958,7020,1012,10038,10036,10057,10092,10094,100289635,10128,10054,10059,0.9967,0,0.000448996362035511
23302,9625,116236,84320,2182,4185,6257,144455,3172,1870,5452,5460,2186,1869,6256,1958,0.9938,0.000549617419266732
23305,6258,1869,30,1376,364,33,34,5106,0.9879,0,0,0,0,0,0,0,0.000268381537115899
23327,1879,1958,2354,8061,2353,1012,10164,10112,10062,10092,10036,10054,10038,0.9957,0,0,0.000510725590301325
2334,21,10257,116236,30,10449,6257,5452,0.993,0,0,0,0,0,0,0,0,0.000250965167639842
23345,1869,1870,1875,144455,10052,10085,10253,0.9987,0,0,0,0,0,0,0,0,0.000283445372382381
23381,60468,2099,10164,10411,1020,10486,10401,10307,10121,10162,10221,10555,0.991,0,0,0,0.000421461667902548
23397,21,4363,10257,30,36,6257,6688,4609,7391,7157,1050,1869,6778,10009,0.9906,0,0.000603887357894208
23414,2625,4602,5460,10044,1009,10164,10402,10057,10174,10051,10253,0.9934,0,0,0,0,0.000375725710710984
23416,60468,1958,1959,1960,2354,1012,10164,10092,10197,10097,10130,10013,10044,10134,10062,0.9936,0.000505011636708976
23417,1958,1012,10253,0.9946,0,0,0,0,0,0,0,0,0,0,0,0,0.000188528503235531
23421,1869,1958,2099,4609,1012,10052,10085,10061,10062,0.9971,0,0,0,0,0,0,0.000425547259636516
23423,21,89845,4363,10257,30,7391,1869,7025,7157,6257,0.9912,0,0,0,0,0,0.000420018834080915
23428,1879,1958,23764,4609,4824,10061,10067,1012,10092,10111,10055,10056,10023,10124,10038,0.9966,0.000534023209083601
23432,340273,10965,130399,8751,8754,3659,9319,1869,0.9918,0,0,0,0,0,0,0,0.000215993893521023
23462,6296,174,1645,8644,29028,1284,1634,147111,116535,10124,126393,1778,10783,10535,0.9956,0,0.000674193209451925
2348,7020,10221,10057,10196,10092,10130,10059,0.9885,0,0,0,0,0,0,0,0,0.000263741352530076
23491,18,21,10257,10057,116236,5452,5460,3172,0.9926,0,0,0,0,0,0,0,0.00022533476852876
23498,9625,18,21,89845,4363,7025,7391,4609,7157,6872,4149,10664,2551,3174,1050,0.9907,0.000494955292371783
23508,18,21,36,134526,2182,6257,4149,4609,1958,7391,5465,3172,4205,0.9894,0,0,0.000421311360146942
23513,2625,4602,4609,7020,10061,10092,10067,100132464,10059,10107,0.99,0,0,0,0,0,0.000419259480829002
