V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17
83876,23764,4609,10061,10067,100132464,1020,10055,10197,10056,10038,10036,0.9927,0,0,0,0
83879,1869,1870,1875,144455,7020,10052,10085,10092,10051,0.9974,0,0,0,0,0,0
83940,21,340273,89845,4363,10257,1869,5087,0.9949,0,0,0,0,0,0,0,0
8395,1960,10540,10894,11004,10535,10262,1031,11335,11060,11273,0.9907,0,0,0,0,0
8398,4602,4609,10061,10067,10055,10197,100132464,10051,10036,10171,1020,10096,0.9875,0,0,0
83983,1960,10540,10894,10782,10262,11335,11004,11273,114787,11060,0.9923,0,0,0,0,0
83990,1869,4609,10052,10092,10061,10067,10055,10085,10051,100132464,0.9977,0,0,0,0,0
83998,9625,18,89845,10057,10449,2625,6688,0.9854,0,0,0,0,0,0,0,0
84002,18,21,340273,10257,10057,6688,5087,1869,2099,3172,4609,6775,2625,3662,7391,0.9829
84033,340273,72,97,8745,9509,2099,3297,5090,988,5451,5087,1523,4205,0.991,0,0
8404,467,1284,1869,1958,1959,1012,10052,10016,0.9965,0,0,0,0,0,0,0
84057,1958,3725,1012,10164,10092,10097,10107,0.9931,0,0,0,0,0,0,0,0
8406,18,10057,116236,30,10449,5452,6257,6688,6938,5460,10538,4149,6773,0.993,0,0
84063,1050,1649,2099,4609,1012,10061,10067,10113,10038,10036,10156,10057,100132464,10131,0.9961,0
84069,4609,7020,10067,10061,10055,10092,10057,10059,10036,0.9918,0,0,0,0,0,0
8407,1869,2353,3725,4609,7020,10052,10067,10061,10057,10092,10085,10038,100289635,100132464,0.9955,0
84074,2625,143941,10164,10293,0.9914,0,0,0,0,0,0,0,0,0,0,0
84079,1869,7020,10052,10016,10051,10085,10092,0.9978,0,0,0,0,0,0,0,0
84102,2353,3725,4783,10332,10164,0.9935,0,0,0,0,0,0,0,0,0,0
84106,1958,1012,10249,10092,10097,10243,10210,10062,1019,10094,10013,0.9947,0,0,0,0
84107,467,1869,1870,1875,144455,10052,10092,10253,10085,10131,1003,10124,10196,10236,0.9977,0
84129,10057,6296,174,10551,4329,6688,2625,1879,0.9872,0,0,0,0,0,0,0
84134,4609,10055,10061,10062,1019,1021,10096,10128,10067,100132464,0.9945,0,0,0,0,0
84144,1958,4609,1012,10067,10061,10055,10128,100289635,10036,10038,10092,0.9952,0,0,0,0
84152,4609,10067,10061,10055,10197,10221,100132464,10036,0.9891,0,0,0,0,0,0,0
84171,2099,7020,9319,1020,10221,10062,10139,10057,10092,1021,10121,10124,0.993,0,0,0
84187,53335,6662,144455,10783,1284,11243,143279,124637,10552,11043,10610,0.9935,0,0,0,0
8420,53335,8061,2353,3725,4609,10164,10061,10067,100132464,10112,10055,10096,10163,10155,10062,0.9917
8424,21,340273,10257,10057,116236,4609,5452,1958,1869,5460,0.9915,0,0,0,0,0
84251,60468,3725,5993,6662,10332,10164,10216,1020,10221,10134,10124,10251,10300,10384,0.9919,0
84258,2099,4609,7020,10061,10067,10092,10131,10038,10124,10121,10057,10055,10128,0.992,0,0
84264,18,21,89845,4363,10257,1869,4149,7025,7391,0.9913,0,0,0,0,0,0
84296,51166,21,10257,10057,116236,5452,5460,0.9947,0,0,0,0,0,0,0,0
8431,367,60468,1581,1958,2099,1012,10164,10062,10130,10057,10107,0.9942,0,0,0,0
84316,4363,36,8754,112,130,7391,4800,2353,4802,4609,10664,0.9898,0,0,0,0
84318,89845,11093,134637,130,79841,7025,6925,6872,51548,2551,2033,5451,2310,0.9977,0,0
84320,1869,1870,1875,144455,1958,1012,10052,10085,0.9986,0,0,0,0,0,0,0
84332,18,4329,226,283373,333,6943,1870,144455,3662,7391,405,7025,322,1869,3727,0.9928
8435,1958,2354,8061,2353,23462,1012,10164,10092,10112,10163,10016,10062,0.9947,0,0,0
8437,467,10293,1062,10841,10621,10471,112476,11243,11124,10131,11234,0.9851,0,0,0,0
8438,1869,4609,5888,10052,10061,10067,10092,10085,10131,10051,10055,10124,10158,0.9983,0,0
84419,21,10257,10057,116236,176,5452,1488,5885,0.9929,0,0,0,0,0,0,0
8443,1958,4609,1012,10061,10055,10058,10067,10036,0.9959,0,0,0,0,0,0,0
84432,2625,143941,10293,10164,10174,10402,0.9917,0,0,0,0,0,0,0,0,0
84440,21,10257,10057,116236,36,5452,5460,140690,7391,0.9942,0,0,0,0,0,0
84446,1960,7020,10057,10221,10092,10196,10130,10165,0.9891,0,0,0,0,0,0,0
84448,1958,1012,10249,10036,10130,10253,10092,0.9957,0,0,0,0,0,0,0,0
84457,1869,1870,1875,144455,10052,10085,10092,10253,10227,0.9993,0,0,0,0,0,0
845,340273,10060,10965,2182,23305,1958,6257,196,2908,405,4800,4205,5087,1523,6256,0.9899
84501,1869,1960,7020,10052,10057,10085,10092,10051,0.9947,0,0,0,0,0,0,0
84515,1958,4173,4175,4176,4609,1012,10061,10092,0.9967,0,0,0,0,0,0,0
84518,53335,1879,1958,1012,10038,10128,10171,10138,10036,10092,0.995,0,0,0,0,0
84525,21,10257,10057,116236,84448,5452,4609,5460,1869,7391,0.9903,0,0,0,0,0
84529,4609,10067,10055,10197,10061,10096,10213,100132464,0.9906,0,0,0,0,0,0,0
84542,1958,1012,10249,10253,10062,10016,1021,10043,10044,10092,10013,0.9965,0,0,0,0
84547,9625,18,89845,10057,116236,5452,3172,5460,0.9943,0,0,0,0,0,0,0
8458,24137,4605,4602,4609,10460,10061,10067,10124,10197,100132464,10131,10055,10056,10107,10127,0.9875
84619,51166,89845,30,10449,33,1869,6688,6778,7025,4149,6257,3172,5885,6772,0.9943,0
8462,1869,1958,4609,7020,10052,10067,10085,10061,10092,10013,0.9961,0,0,0,0,0
84624,21,10257,10057,116236,30,5452,6257,0.9934,0,0,0,0,0,0,0,0
84626,3725,9869,10332,10164,10402,10411,10131,10216,10221,1020,10300,10371,0.9956,0,0,0
8463,8313,332,894,1958,2736,1012,10249,10253,1020,0.997,0,0,0,0,0,0
8464,1869,1958,1960,4609,1012,10052,10085,10061,10092,10067,0.9974,0,0,0,0,0
84645,21,89845,4363,10257,10057,7391,7025,1869,6778,4609,7157,0.9902,0,0,0,0
84676,2353,3725,10332,10164,10112,10402,10221,10036,10216,1019,10131,0.9929,0,0,0,0
84677,23764,5993,11112,10283,11274,10765,10384,10980,10124,0.992,0,0,0,0,0,0
84700,21,4363,10257,30,36,6257,7391,6688,1050,1869,7157,4149,6667,10009,0.9898,0
84701,1879,10171,10128,10313,10521,10038,10133,10487,0.9941,0,0,0,0,0,0,0
84707,21,4363,10257,84448,30,7391,6257,1869,7157,0.9891,0,0,0,0,0,0
84722,21,10257,10057,116236,176,1958,5452,7391,5460,4800,5885,1488,1869,140690,0.9917,0
84725,7020,10057,10221,10092,10059,10130,10196,10181,10016,10128,10079,0.9899,0,0,0,0
84727,1879,7020,10196,10057,10092,10130,10059,10128,10038,10171,10079,10103,0.9916,0,0,0
84733,1958,1959,1960,7020,1012,10057,10092,10044,10097,10130,10059,0.9937,0,0,0,0
84734,21,4363,10257,30,10449,1869,7391,6257,10664,0.9891,0,0,0,0,0,0
84747,18,21,36,134526,2182,6257,7391,1958,0.9889,0,0,0,0,0,0,0
84771,9869,114897,1312,10915,1259,127602,10587,128977,0.987,0,0,0,0,0,0,0
84775,7020,10092,10221,10057,10196,10130,10059,10016,1020,0.9885,0,0,0,0,0,0
84779,133,226,284,285,9915,1869,144455,2099,1870,4800,2625,2353,2114,1523,1875,0.9906
84798,1869,4609,10052,10061,10092,10067,10085,10051,10131,0.9974,0,0,0,0,0,0
84812,340273,4363,10257,10060,10965,1869,4609,5087,6778,6775,4800,7157,405,4149,0.9839,0
8482,4609,10067,10055,10061,10197,10213,10036,10221,10056,100132464,10128,0.9906,0,0,0,0
84823,4609,10067,10061,10055,1020,10221,10056,10038,10197,10213,0.9891,0,0,0,0,0
84824,340273,10060,10965,2182,23305,6257,1958,5087,4800,196,405,2908,4205,1523,6935,0.9859
8483,2099,10401,10763,10486,10057,10555,10411,1020,10749,10121,0.9963,0,0,0,0,0
84865,51166,9625,18,21,89845,4149,3172,6925,0.9962,0,0,0,0,0,0,0
84866,340273,10057,116236,10449,36,5452,6688,4609,1958,5460,0.9898,0,0,0,0,0
84870,340273,10060,116236,10965,55,5452,405,1958,0.9912,0,0,0,0,0,0,0
84879,21,340273,4363,10257,30,7391,6257,1869,7157,0.987,0,0,0,0,0,0
84886,1959,1960,4609,10067,10061,10055,1019,10036,10128,10038,100289635,10180,10197,0.9915,0,0
84894,1869,4609,10052,10061,10092,10067,10085,10055,10124,0.9988,0,0,0,0,0,0
84905,1869,1958,7020,1012,10052,10085,0.9975,0,0,0,0,0,0,0,0,0
84911,340273,10060,10965,2182,23305,1958,6257,5087,1523,10155,6935,405,196,0.9865,0,0
84913,60468,10164,10221,148,10922,1958,10134,161142,11346,1896,1191,0.9914,0,0,0,0
84933,1050,1012,1071,10449,0.9965,0,0,0,0,0,0,0,0,0,0,0
84944,4609,10067,10061,10055,10197,10221,100132464,10213,10036,10056,0.9899,0,0,0,0,0
84948,4609,10067,10061,10197,100132464,10131,10055,0.9924,0,0,0,0,0,0,0,0
84955,2099,10401,10411,10486,1020,10057,10307,111,10555,10763,11331,0.9949,0,0,0,0
84973,4609,10061,10197,10067,10055,10213,100132464,10221,10096,10036,0.9905,0,0,0,0,0
8506,5460,7020,10196,10221,10130,10057,1020,10092,10139,10128,10016,10059,0.9903,0,0,0
85236,2353,4609,5460,10164,10067,10061,10055,10112,100132464,0.9917,0,0,0,0,0,0
8529,11174,130,174,226,203286,2353,3727,144455,1869,4609,1958,1870,5460,5452,0.9867,0
85302,4609,10067,10055,100132464,10213,10061,0.9917,0,0,0,0,0,0,0,0,0
85315,1958,7020,1012,10057,10092,10036,10139,10130,10059,0.9945,0,0,0,0,0,0
8534,7020,10221,10196,10092,10057,10130,1020,10016,10059,0.9876,0,0,0,0,0,0
8537,53335,1879,1958,4609,1012,10061,10067,10055,10092,10038,10128,10036,10062,0.9966,0,0
85407,1958,51176,4609,4824,8463,1012,10061,10067,10038,10092,0.9968,0,0,0,0,0
85416,1050,4609,1012,10061,10067,10055,0.9969,0,0,0,0,0,0,0,0,0
85445,4602,1063,1033,11169,144455,10051,116236,10213,142,1191,116461,0.9838,0,0,0,0
85455,1958,1012,10249,10092,10243,10253,10130,10036,1019,0.9955,0,0,0,0,0,0
85462,340273,10965,72,130399,97,405,2099,5090,4800,1523,4087,5087,5451,6667,0.989,0
8547,5460,11178,1009,120,154796,11174,10513,0.9939,0,0,0,0,0,0,0,0
85480,10257,10449,32,176,11093,6925,6772,2551,6945,6778,0.9977,0,0,0,0,0
8549,467,1958,8061,2353,3725,1012,10164,10092,10112,10130,10036,10062,10013,10054,0.9939,0
8557,18,21,340273,36,134526,5087,4609,4149,7391,3172,1523,2908,10009,0.9879,0,0
8564,21,89845,4363,10257,10057,7391,7025,0.9931,0,0,0,0,0,0,0,0
8577,10057,116236,36,176,47,5452,7391,0.9957,0,0,0,0,0,0,0,0
8600,90993,1958,1012,10249,10253,10092,10036,0.9955,0,0,0,0,0,0,0,0
8605,21,30,36,84320,6296,6257,2186,3172,144455,5885,23462,4211,6256,0.9926,0,0
8608,1869,1870,10052,10253,1029,1018,10051,10196,10085,0.9985,0,0,0,0,0,0
8614,1050,3725,4609,7020,1012,10061,10067,10057,10092,10055,10038,0.9963,0,0,0,0
8618,1869,1870,1875,144455,2308,10052,10085,10092,1029,10253,1017,10296,10257,10124,10051,0.9988
8626,1879,2353,2625,3725,8022,10164,10112,10057,10174,0.99,0,0,0,0,0,0
863,9139,1879,1958,1960,4602,1012,10156,10062,100131187,10038,10107,100289635,1020,0.9945,0,0
8631,1879,4609,10067,10061,10055,10038,1020,10084,10036,0.9971,0,0,0,0,0,0
8632,9509,258,84913,440603,114905,60468,4783,7391,988,6925,1385,0.9934,0,0,0,0
8638,10257,10449,8751,9510,147,5885,1523,4609,4282,9319,1869,6688,6773,10664,2186,0.9914
8644,1958,23462,4609,1012,10061,10092,10067,10131,10055,10062,10097,10013,0.9966,0,0,0
8671,60468,1050,1958,1960,2354,1012,10164,10062,10163,10130,10197,10013,0.9942,0,0,0
8676,1869,10052,10092,10085,10253,10051,1029,0.9987,0,0,0,0,0,0,0,0
8682,7020,1020,10221,10196,10139,10130,0.9886,0,0,0,0,0,0,0,0,0
8685,2182,11174,150209,51421,284,4824,1869,5460,22809,6257,3172,0.9953,0,0,0,0
869,1869,1870,10052,10092,10085,1029,10253,0.9983,0,0,0,0,0,0,0,0
8690,1958,4783,7020,1012,10067,10092,10062,10057,0.9954,0,0,0,0,0,0,0
8706,8313,57091,2491,1301,5476,1879,7391,4800,1499,3170,51176,0.9933,0,0,0,0
8707,53335,3725,4609,10164,10067,10061,10055,0.9882,0,0,0,0,0,0,0,0
871,1958,51621,1012,1020,10249,10092,10016,10201,10253,1019,10013,10036,0.9953,0,0,0
8712,23462,4602,11169,1063,1033,10535,10051,10841,10128,0.9782,0,0,0,0,0,0
8718,21,340273,30,36,84320,6257,6721,4149,1870,144455,2186,10009,0.9927,0,0,0
8733,1869,1870,1875,144455,4609,10052,10085,10061,1003,10092,10124,100132464,10062,10131,10111,0.9976
874,7020,10196,10221,10057,10092,10130,10059,10128,10016,1021,0.991,0,0,0,0,0
8744,1879,5993,10038,10384,0.9954,0,0,0,0,0,0,0,0,0,0,0
8745,2099,10486,10401,10411,1020,0.9912,0,0,0,0,0,0,0,0,0,0
8751,1869,9319,10052,1029,10085,10253,10051,10309,0.9995,0,0,0,0,0,0,0
8754,2353,3725,7020,10164,10057,10112,10092,10139,10036,10121,10131,10130,10165,0.9909,0,0
8784,1879,3725,10332,10164,10221,10128,10038,10402,10171,1019,10131,0.9939,0,0,0,0
8785,1050,1012,1033,1071,0.9975,0,0,0,0,0,0,0,0,0,0,0
8788,1958,1959,1960,23462,23764,1012,10062,10092,10236,0.9952,0,0,0,0,0,0
88,1958,4609,8856,1012,10061,10067,10128,10038,10107,10131,10055,100132464,0.9946,0,0,0
8809,53335,1869,1879,1958,2353,10085,1012,1003,10051,10062,10107,10038,10052,10092,0.9987,0
8821,53335,10171,10552,158471,152926,1844,1534,1828,1316,10783,151313,0.9858,0,0,0,0
8835,1869,1958,1959,1960,2099,1012,10052,10085,0.997,0,0,0,0,0,0,0
8836,21,10257,10057,116236,176,5452,4609,0.9917,0,0,0,0,0,0,0,0
8851,1869,1870,1875,144455,4609,10052,10061,10085,10092,0.9978,0,0,0,0,0,0
8853,1869,2354,8061,2353,3726,10052,10164,10092,10196,10210,10216,10163,10051,10085,10112,0.9941
8856,88,6258,6714,2099,1879,1869,30,1376,2114,2308,1958,1581,23054,0.9902,0,0
8857,1879,10038,10171,10128,10313,100289635,10169,10512,10133,10227,10521,0.9915,0,0,0,0
8858,21,89845,4363,10257,30,7391,7025,1869,6688,6257,6778,7157,6772,0.991,0,0
8862,340273,10057,10060,116236,84448,5452,5460,405,0.9937,0,0,0,0,0,0,0
8875,21,10257,10057,116236,30,5452,6257,0.9913,0,0,0,0,0,0,0,0
8877,60468,1869,1870,1875,144455,10052,10164,10085,10134,10092,10253,0.9962,0,0,0,0
8878,60468,1869,1958,2308,3725,1012,10052,10085,10131,10051,10062,0.9976,0,0,0,0
890,675,1869,1870,2114,3725,10052,10164,10216,10092,10085,10196,10131,10158,1003,10111,0.9961
891,1050,2308,4609,7020,1012,10061,10067,10092,10113,100132464,10059,10057,10055,10112,0.9959,0
8911,4783,10067,10174,131965,1869,1870,144455,10979,145873,10890,1191,0.9866,0,0,0,0
8927,1958,4783,6662,7546,1012,10174,10013,10067,10092,1020,10016,10107,10231,100131187,0.9954,0
8928,1958,4609,7020,10067,10061,10092,10057,10055,10059,10097,100132464,10096,0.9911,0,0,0
894,367,467,2308,3725,51176,1012,10164,1020,10221,10293,10154,10112,10216,10131,0.9911,0
8970,1869,1870,1875,144455,2353,10052,10164,10085,10216,1003,10092,10163,10103,0.997,0,0
8972,5460,157313,1756,11178,120,158471,0.9911,0,0,0,0,0,0,0,0,0
8974,7020,10221,10092,10196,10057,10139,1021,10059,0.9905,0,0,0,0,0,0,0
89780,2735,2736,4783,7020,10067,10174,10196,10057,10092,10059,10221,1020,10016,0.9917,0,0
89795,7546,143503,1191,2029,10903,112476,10621,0.994,0,0,0,0,0,0,0,0
898,367,675,1050,1869,1870,1012,10052,10085,0.9987,0,0,0,0,0,0,0
89822,147,259173,124930,467,816,10621,11124,11060,10293,10471,11000,0.9882,0,0,0,0
89845,9625,18,21,10257,30,6257,7025,4149,1869,7157,0.9927,0,0,0,0,0
89870,1958,2625,1012,10249,10164,10092,10057,10174,10243,10210,10094,10062,0.9931,0,0,0
89872,8754,112,130,174,83543,2353,1869,23462,1875,144455,0.9916,0,0,0,0,0
899,7020,10092,10221,10057,10196,10121,10062,10059,10139,1021,1020,0.9917,0,0,0,0
89932,1879,10038,10128,10171,10313,100289635,10227,10133,10512,0.9904,0,0,0,0,0,0
9,3725,10332,10164,10402,10221,1020,10615,0.9939,0,0,0,0,0,0,0,0
90019,21,10257,10057,116236,36,5452,1958,405,1869,4609,5460,7391,2625,4149,7157,0.9913
9002,4609,10067,10055,10197,10061,10171,10036,10128,0.9941,0,0,0,0,0,0,0
9015,1869,10052,10253,10085,1029,10051,10092,10296,10257,10309,0.9998,0,0,0,0,0
90161,2099,5460,1020,10057,10121,10188,1017,10211,10155,10370,0.9877,0,0,0,0,0
9019,2353,10164,10332,10486,0.9951,0,0,0,0,0,0,0,0,0,0,0
9021,1869,2099,10052,1020,10253,10085,10057,10121,1021,1018,10051,0.9971,0,0,0,0
9022,2353,7020,10164,10057,10112,10092,10036,10059,10165,10130,10163,10121,0.991,0,0,0
9024,1869,1870,1875,144455,6662,10052,10085,1029,10253,0.9995,0,0,0,0,0,0
90249,2308,7020,7546,10112,10092,10196,10059,1020,10124,10016,10121,10000,0.9922,0,0,0
9028,467,10293,1062,10841,1019,112476,10131,10521,0.9889,0,0,0,0,0,0,0
9033,3725,10332,10164,10402,10221,1019,10216,10131,10615,10493,0.9935,0,0,0,0,0
90333,3725,10332,10164,10402,10221,10411,10131,1019,10216,0.9939,0,0,0,0,0,0
90355,1869,1870,1875,144455,1958,1012,10052,10085,10092,0.9987,0,0,0,0,0,0
90506,18,21,89845,10257,10057,6773,7025,7391,2005,1869,7050,6772,6778,6775,0.9887,0
9055,1869,7020,10052,10085,10092,10090,10016,10124,10051,10128,10158,0.9987,0,0,0,0
9057,21,89845,4363,10257,10057,6722,2113,1869,7025,6778,2625,7391,6925,7157,0.9925,0
90737,21,89845,4363,10257,30,7025,7157,6257,7391,1869,1876,0.993,0,0,0,0
90780,607,1050,1869,1012,10052,10085,10253,10062,0.9991,0,0,0,0,0,0,0
908,1958,1012,10249,1021,10036,10253,10092,0.9967,0,0,0,0,0,0,0,0
90865,21,10257,10057,116236,36,5452,4609,1958,7391,140690,5460,6935,1869,4149,7157,0.9907
9088,1869,1870,1875,144455,1958,1012,10052,10085,10044,0.9981,0,0,0,0,0,0
9095,1869,1870,1875,144455,10052,10085,10253,1003,10092,10051,10257,10309,1017,10236,0.999,0
90957,89845,84448,176,414149,47,5885,4800,0.9979,0,0,0,0,0,0,0,0
9096,4363,10057,30,10449,32,6688,2113,7391,0.9858,0,0,0,0,0,0,0
90987,55732,27101,821,91368,1058,2551,1874,0.9913,0,0,0,0,0,0,0,0
90990,7020,10221,10196,10130,10092,10059,10057,1021,10128,10139,0.9906,0,0,0,0,0
90993,126129,1586,1958,2354,2353,1012,10164,10036,10112,10092,10130,10062,0.9947,0,0,0
9103,1879,2625,10293,10164,10174,10253,0.9919,0,0,0,0,0,0,0,0,0
91057,4609,10197,10061,10055,10067,10096,10221,10213,100132464,10062,10007,0.9906,0,0,0,0
9108,9625,116236,84320,2182,4185,6257,144455,5452,1870,5460,3172,1869,2186,7391,0.994,0
91120,89845,4363,30,10449,32,7025,6720,6257,4149,7391,0.9922,0,0,0,0,0
91147,18,340273,72,97,8745,2099,5087,4205,5451,5090,3172,2908,1523,0.9833,0,0
91151,89845,11093,134637,130,79841,6925,7025,51548,5451,1869,3066,0.9979,0,0,0,0
91156,1959,1284,11004,10540,10535,10262,1031,0.995,0,0,0,0,0,0,0,0
912,51176,332,4684,5460,5452,0.9952,0,0,0,0,0,0,0,0,0,0
9122,10057,116236,36,176,414149,5452,4609,4800,5460,7391,5885,0.9935,0,0,0,0
9123,1879,2099,4609,7020,10061,10038,10055,10092,10120,10124,10131,10067,10062,10111,0.995,0
9129,1958,1959,1960,1012,10249,10062,10044,10097,10130,10138,100131187,10156,10243,0.9967,0,0
91319,4609,10067,10061,10055,10197,100132464,10221,0.9893,0,0,0,0,0,0,0,0
9133,2308,4171,7020,1020,10016,10092,10057,10059,10196,10124,10000,10128,10121,0.991,0,0
9134,1869,1870,4609,10052,10061,10085,10092,10067,10055,10131,0.9975,0,0,0,0,0
91368,21,10257,10057,116236,84448,4609,5452,405,7391,5460,1386,0.9905,0,0,0,0
91373,10057,30,10449,6296,72,2353,6688,5885,3727,7391,5087,4149,6257,23462,0.9907,0
9139,863,1869,1870,1875,144455,10052,10085,10253,10111,10124,1003,1029,10092,10257,0.9989,0
91404,1869,7020,10052,10085,10016,10092,10051,1000,10128,10090,10130,10059,0.9983,0,0,0
9143,1869,1870,1875,144455,3725,10052,10164,10216,10085,10092,10221,10131,10103,1021,0.9958,0
91461,1958,1012,10249,10253,10036,10092,1020,10130,10243,10016,10107,0.9952,0,0,0,0
91464,414149,47,10965,6296,8754,405,2353,4800,6720,23462,3174,0.9934,0,0,0,0
9154,1869,10052,10253,1029,10051,10085,10196,0.9994,0,0,0,0,0,0,0,0
91543,10257,10449,8751,9510,147,1523,4282,5885,9319,2186,0.9937,0,0,0,0,0
9156,1869,4602,10052,10085,1029,10253,10092,10051,0.9956,0,0,0,0,0,0,0
91608,1958,1012,10249,10092,10243,10036,10253,10097,10130,1019,10013,0.9963,0,0,0,0
91614,4609,10067,10061,1020,10038,10055,10056,10221,100132464,10213,10197,0.9913,0,0,0,0
91653,60468,10164,10728,10221,10134,10765,10922,10162,10000,0.9903,0,0,0,0,0,0
9168,367,1869,1958,1012,10052,10085,10111,0.9982,0,0,0,0,0,0,0,0
91687,1869,2625,4609,10052,10061,10085,10092,0.9976,0,0,0,0,0,0,0,0
9173,2353,3725,10332,10164,10112,10216,10402,10131,0.9957,0,0,0,0,0,0,0
9181,1958,1959,1012,10249,10253,10092,0.9956,0,0,0,0,0,0,0,0,0
91975,9869,114897,10782,197257,1312,2176,1958,2109,23309,1259,148254,0.9911,0,0,0,0
920,1958,2114,3725,4602,1012,10164,10051,10097,10092,10138,10044,10036,0.9926,0,0,0
9201,1870,1960,10540,10253,10482,1031,10262,10051,10197,10535,10227,10460,0.9922,0,0,0
9212,84320,414149,47,10965,6296,6720,7391,144455,4211,405,55139,4800,5885,23462,0.9945,0
92196,284,476,148229,701,165055,7391,2146,988,1869,4306,10210,4211,0.9956,0,0,0
9227,84448,112,114,147,152,10664,4282,4205,1523,22926,2186,0.9974,0,0,0,0
92291,10057,116236,10449,36,176,5452,6688,5460,4609,1958,2625,4149,1488,5885,3172,0.9899
9231,1050,7020,1012,10016,10092,10130,10165,10057,0.9975,0,0,0,0,0,0,0
92312,1958,4609,1012,10067,10061,10092,10055,0.9962,0,0,0,0,0,0,0,0
9232,991,983,9700,2308,11178,114907,1369,10733,114879,114899,112398,10112,1031,0.9954,0,0
9242,5460,157313,11178,120,11243,158471,0.9913,0,0,0,0,0,0,0,0,0
9244,4609,7020,10067,10061,10055,10092,10057,10036,10059,100132464,0.9946,0,0,0,0,0
9248,1050,1649,1012,1071,1033,0.9974,0,0,0,0,0,0,0,0,0,0
92591,21,340273,10257,10057,10060,5087,7391,6778,2099,2625,1869,6775,6772,4609,2908,0.9877
9260,1879,1958,1959,1960,7020,1012,10038,10036,10128,0.9982,0,0,0,0,0,0
92745,21,10351,4363,10257,10057,1869,7391,2625,4149,6775,2099,6778,0.9845,0,0,0
92815,2353,10332,10164,10486,10112,10036,10216,1020,10300,10371,0.9947,0,0,0,0,0
929,1050,1012,1071,10221,10449,1033,10865,10979,10922,10873,10335,0.998,0,0,0,0
92912,1958,4609,7546,1012,10061,10067,10092,10038,0.9963,0,0,0,0,0,0,0
92960,4609,1020,10067,10061,10056,10038,10221,10055,10197,10153,10058,0.9921,0,0,0,0
93082,51166,21,10257,10057,116236,5452,1869,0.9942,0,0,0,0,0,0,0,0
93099,53335,1879,1958,2308,1012,10128,100131187,10097,0.9957,0,0,0,0,0,0,0
9314,60468,2353,4609,6657,10164,10067,10061,10112,0.9892,0,0,0,0,0,0,0
9319,8751,1400,1869,26086,84171,10052,1029,10196,10253,1031,1021,10051,10085,0.9986,0,0
9332,2114,3725,10332,10402,10216,10164,10302,10131,10221,10615,1019,0.9938,0,0,0,0
9355,1869,1870,1875,144455,1879,10085,10103,10052,1021,10253,10236,10111,10017,10092,10051,0.999
9369,1879,4824,5460,10171,10038,10133,10521,1017,10128,10099,0.9957,0,0,0,0,0
9376,21,340273,10257,10057,10060,7391,2099,6775,1869,2625,5087,4609,6778,6772,0.9846,0
9380,1879,1958,4609,1012,10061,10067,10036,10038,10055,10092,10128,0.9957,0,0,0,0
93986,467,1050,1649,1958,1959,1012,10163,10036,10092,10062,10096,10138,0.9938,0,0,0
9401,1958,7020,1012,10057,10121,10139,10044,10092,10062,10013,0.9957,0,0,0,0,0
94015,2308,143941,10733,1031,10112,114907,140609,0.9928,0,0,0,0,0,0,0,0
94031,1958,1959,1960,1012,10249,10044,10097,10130,10092,10156,10036,0.9967,0,0,0,0
94032,1869,1870,1875,144455,1958,1012,10052,10085,0.9987,0,0,0,0,0,0,0
9454,1050,1958,1012,1020,10130,10092,10036,10123,10062,0.9953,0,0,0,0,0,0
9457,2099,2274,10401,10486,1020,10411,10555,11309,10057,10763,0.9959,0,0,0,0,0
9464,4869,26508,375,0.9967,0,0,0,0,0,0,0,0,0,0,0,0
947,2114,4603,4602,10849,11169,1063,10127,10514,1033,10051,10213,1203,0.9954,0,0,0
948,367,6258,7020,1012,10196,10057,10130,10092,1020,10111,10059,10128,0.9967,0,0,0
9486,10057,116236,84448,36,176,5452,4609,1488,1958,7391,5885,5460,2625,0.9933,0,0
9493,21,89845,4363,10257,30,7391,7025,6257,0.9922,0,0,0,0,0,0,0
9495,340273,10060,30,10449,10965,6257,6688,405,4149,5087,7391,6778,3172,1523,6772,0.9839
9496,2308,2625,3725,4609,7546,10061,10164,10067,10057,10131,10124,10096,10007,10055,100132464,0.9892
